会员卡号,性别,年龄,会员卡注册时间,会员卡级别
1010010011220640,F,26.0,2016-01-02 00:00:00,缤纷卡
06900002374,F,18.0,2017-04-18 15:57:11,预享卡
1010010018021357,F,32.0,2015-04-27 00:00:00,璀璨卡
1010010011112342,M,33.0,2016-04-30 00:00:00,缤纷卡
06900074188,F,32.0,2017-08-06 16:44:07,缤纷卡
1010010018005908,F,36.0,2015-08-01 00:00:00,璀璨卡
1010010011245106,F,38.0,2011-11-15 00:00:00,缤纷卡
06900001834,F,18.0,2017-04-15 18:54:45,预享卡
1010010018015904,F,34.0,2012-01-16 00:00:00,璀璨卡
6600093510,F,30.0,2016-07-06 00:38:05,缤纷卡
1000011825700767,F,-1.0,2018-09-14 14:19:58,预享卡
1010010011120456,F,28.0,2016-02-13 00:00:00,缤纷卡
1000011804800079,M,-1.0,2018-02-17 16:04:51,预享卡
1000011904500468,U,-1.0,2019-02-14 12:22:09,预享卡
1010010018020188,F,33.0,2014-01-13 00:00:00,璀璨卡
1010010011132750,F,31.0,2016-12-02 00:00:00,缤纷卡
1010010018024475,M,41.0,2010-12-31 00:00:00,璀璨卡
1000011811400032,M,-1.0,2018-04-24 14:09:55,预享卡
1010010018019592,F,37.0,2011-12-28 00:00:00,璀璨卡
1010010018003265,F,34.0,2012-12-16 00:00:00,璀璨卡
1000011813400117,M,-1.0,2018-05-14 12:49:55,预享卡
1010010011187527,F,22.0,2014-12-24 00:00:00,缤纷卡
1010020018037958,F,31.0,2016-04-13 00:00:00,璀璨卡
1010010011155261,M,26.0,2015-04-11 00:00:00,缤纷卡
6000135410,U,49.0,2016-11-30 21:22:32,预享卡
06900005873,F,18.0,2017-05-05 18:09:24,预享卡
1010010011249593,F,28.0,2013-06-13 00:00:00,缤纷卡
1000011815200503,F,-1.0,2018-06-01 15:36:33,预享卡
1000011816100963,F,-1.0,2018-06-10 17:42:50,预享卡
1010010011147472,F,42.0,2014-10-05 00:00:00,缤纷卡
1010020011132471,F,25.0,2013-08-23 00:00:00,缤纷卡
1010010011246304,F,35.0,2013-04-01 00:00:00,缤纷卡
6600259079,F,-1.0,2017-02-18 20:43:19,缤纷卡
1010010011114702,F,30.0,2013-10-09 00:00:00,缤纷卡
1010010018004706,F,36.0,2016-02-10 00:00:00,璀璨卡
1010010011239749,F,26.0,2014-05-04 00:00:00,缤纷卡
06900079006,F,18.0,2017-09-10 10:25:18,预享卡
06900080900,F,18.0,2017-09-24 20:03:37,预享卡
6600277735,M,-1.0,2017-03-11 19:28:26,缤纷卡
0519031412,U,18.0,2017-03-05 15:59:56,预享卡
1000011827700270,F,-1.0,2018-10-04 11:48:51,预享卡
0519011538,U,50.0,2016-12-25 16:04:37,预享卡
1010010011110162,F,44.0,2016-06-01 00:00:00,缤纷卡
1010010011172307,F,30.0,2009-08-22 00:00:00,缤纷卡
06900078447,M,29.0,2017-09-06 18:21:55,缤纷卡
1010010011232076,F,27.0,2015-07-08 00:00:00,缤纷卡
1000011825500330,F,-1.0,2018-09-12 12:44:52,预享卡
1000011830102321,F,31.0,2018-10-28 21:32:14,缤纷卡
06900027972,F,32.0,2017-06-09 06:50:15,缤纷卡
6600164828,M,22.0,2016-12-27 23:36:24,缤纷卡
1010010011197220,F,35.0,2014-06-05 00:00:00,缤纷卡
1010010018037194,F,25.0,2012-11-24 00:00:00,璀璨卡
1000011807300073,M,-1.0,2018-03-14 20:44:14,预享卡
06900087076,M,-1.0,2017-11-11 17:56:28,预享卡
1010010011250893,F,34.0,2010-10-20 00:00:00,缤纷卡
1000011805000134,M,-1.0,2018-02-19 18:57:16,预享卡
1010010011177960,F,31.0,2015-02-24 00:00:00,璀璨卡
6600090654,F,-1.0,2016-06-03 19:14:11,缤纷卡
1000011811100120,F,31.0,2018-04-21 11:37:16,缤纷卡
1000011811100795,M,-1.0,2018-04-21 20:34:29,预享卡
1010010018037319,F,30.0,2017-10-08 00:00:00,璀璨卡
6600124781,F,-1.0,2016-10-20 09:17:13,缤纷卡
1010010011161375,F,24.0,2014-03-21 00:00:00,缤纷卡
1010010011105869,F,34.0,2014-09-01 00:00:00,缤纷卡
1000011914301209,F,19.0,2019-05-23 13:46:41,缤纷卡
1000011825202459,F,-1.0,2018-09-09 17:44:24,预享卡
1010010011185112,M,34.0,2014-11-08 00:00:00,缤纷卡
1010010011178221,F,42.0,2015-02-27 00:00:00,缤纷卡
1000011804300087,F,24.0,2018-02-12 17:25:21,预享卡
1010010011169111,M,33.0,2012-07-10 00:00:00,缤纷卡
801000056998,M,46.0,2013-03-23 00:00:00,缤纷卡
1000011916603243,M,-1.0,2019-06-15 16:04:27,预享卡
6600085253,F,-1.0,2015-12-24 00:11:17,缤纷卡
1000011818901916,M,34.0,2018-07-08 21:05:02,璀璨卡
1000011830102287,M,35.0,2018-10-28 21:13:03,璀璨卡
1010020011124512,M,35.0,2014-03-17 00:00:00,缤纷卡
1010010011233196,F,30.0,2011-07-22 00:00:00,缤纷卡
1010020018049975,M,25.0,2013-07-03 00:00:00,璀璨卡
1010010018047091,F,40.0,2014-10-23 00:00:00,璀璨卡
1010010018046988,M,39.0,2014-11-22 00:00:00,缤纷卡
1000011830100160,M,37.0,2018-10-28 11:04:29,缤纷卡
1000011908300750,M,39.0,2019-03-24 12:24:31,缤纷卡
1000011832000316,M,33.0,2018-11-16 14:35:21,缤纷卡
06900000740,M,29.0,2017-04-07 00:00:00,璀璨卡
1010010011241881,M,31.0,2014-07-06 00:00:00,缤纷卡
1000011816200552,F,-1.0,2018-06-11 19:41:39,预享卡
06900086888,M,32.0,2017-11-11 10:01:14,预享卡
1010010011193446,M,57.0,2014-06-02 00:00:00,缤纷卡
1000011816000413,F,35.0,2018-06-09 14:24:37,缤纷卡
1010010011171351,F,41.0,2010-12-06 00:00:00,缤纷卡
1010010011173016,F,40.0,2012-02-01 00:00:00,缤纷卡
1000011801500057,F,31.0,2018-01-15 17:05:54,缤纷卡
1000011835401802,U,26.0,2018-12-20 19:23:28,缤纷卡
1000011815100168,F,-1.0,2018-05-31 13:42:21,预享卡
1010010011240056,F,39.0,2008-05-10 00:00:00,缤纷卡
6600113859,M,28.0,2016-09-08 19:39:19,缤纷卡
1000011811700078,M,-1.0,2018-04-27 10:15:10,预享卡
1000011808400117,M,-1.0,2018-03-25 16:55:42,预享卡
1010020011234830,F,51.0,2016-08-07 00:00:00,璀璨卡
1000011819900656,F,34.0,2018-07-18 16:18:50,璀璨卡
1000011820801029,F,-1.0,2018-07-27 21:07:16,预享卡
1010010011174774,F,35.0,2009-01-10 00:00:00,缤纷卡
1000011808100051,M,22.0,2018-03-22 16:57:46,缤纷卡
1010020011258261,M,28.0,2016-10-19 00:00:00,缤纷卡
1000011821800706,F,-1.0,2018-08-06 18:41:34,预享卡
1000011822400138,F,-1.0,2018-08-12 11:13:14,缤纷卡
1000011811200243,M,-1.0,2018-04-22 21:39:52,预享卡
1000011823100294,F,-1.0,2018-08-19 12:27:44,预享卡
1010010011159236,F,34.0,2012-02-12 00:00:00,缤纷卡
1010010018036531,M,35.0,2016-02-11 00:00:00,璀璨卡
1010010011120052,M,41.0,2016-03-04 00:00:00,缤纷卡
06900013296,F,18.0,2017-05-30 20:26:09,预享卡
1010010011133622,M,26.0,2016-12-14 00:00:00,璀璨卡
1010010011239337,F,31.0,2014-05-16 00:00:00,缤纷卡
1000011804100131,F,29.0,2018-02-10 14:58:54,缤纷卡
6600241222,M,28.0,2017-02-05 21:21:25,缤纷卡
06900091036,M,-1.0,2017-12-09 18:32:29,预享卡
1010010011114709,F,63.0,2013-10-09 00:00:00,缤纷卡
1010010011127888,F,42.0,2014-11-30 00:00:00,缤纷卡
1000011805900113,M,-1.0,2018-02-28 19:32:36,预享卡
1000011918702950,M,43.0,2019-07-06 14:19:22,缤纷卡
1010010018025615,F,52.0,2010-12-15 00:00:00,璀璨卡
06900059892,F,25.0,2017-07-07 18:05:53,缤纷卡
1000011815301222,M,40.0,2018-06-02 18:30:34,缤纷卡
1000011913702099,U,-1.0,2019-05-17 18:59:28,预享卡
1010020018030540,F,35.0,2015-01-02 00:00:00,璀璨卡
1010010011235529,M,27.0,2013-04-01 00:00:00,缤纷卡
06900090153,F,25.0,2017-12-03 13:40:13,缤纷卡
1010010011339798,M,29.0,2017-09-23 00:00:00,缤纷卡
06900001832,F,23.0,2017-04-15 00:00:00,缤纷卡
1000011825802499,U,36.0,2018-09-15 14:09:26,璀璨卡
1010010011133891,M,30.0,2016-11-10 00:00:00,璀璨卡
6600202716,F,-1.0,2017-01-14 14:58:41,缤纷卡
1000011902002915,U,44.0,2019-01-20 17:36:17,预享卡
1000011805000168,M,-1.0,2018-02-19 21:07:51,预享卡
0519055633,U,18.0,2017-06-09 14:15:21,缤纷卡
1000011903300982,M,37.0,2019-02-02 13:54:41,璀璨卡
1010020011480228,U,49.0,2017-06-20 00:00:00,缤纷卡
1000011813100463,M,-1.0,2018-05-11 16:58:45,预享卡
1000011813100462,M,-1.0,2018-05-11 16:58:13,预享卡
1010010011228399,M,32.0,2015-10-19 00:00:00,缤纷卡
1000011814601485,F,-1.0,2018-05-26 19:01:11,预享卡
1010010011134812,M,27.0,2016-12-20 00:00:00,缤纷卡
1010020011239644,M,32.0,2017-01-01 00:00:00,璀璨卡
1000011816900077,M,39.0,2018-06-18 10:49:45,缤纷卡
1000011817200759,F,-1.0,2018-06-21 21:20:51,预享卡
1010010011178267,M,48.0,2015-02-28 00:00:00,缤纷卡
1010010011152725,M,33.0,2015-04-05 00:00:00,缤纷卡
06900084228,F,22.0,2017-10-22 00:00:00,缤纷卡
06900092250,M,-1.0,2017-12-16 22:01:50,预享卡
6227607270819341,F,37.0,2009-11-02 00:00:00,预享卡
1010010011143258,F,32.0,2013-11-08 00:00:00,缤纷卡
1000011827401880,F,-1.0,2018-10-01 18:38:25,预享卡
1010010011165630,F,32.0,2011-09-18 00:00:00,缤纷卡
1010010018006871,F,31.0,2008-12-22 00:00:00,璀璨卡
1010010011118797,F,31.0,2016-03-26 00:00:00,缤纷卡
6600087318,M,-1.0,2016-02-18 16:58:49,缤纷卡
1010010011245922,F,32.0,2008-04-27 00:00:00,缤纷卡
1000011827901786,M,-1.0,2018-10-06 15:35:28,缤纷卡
1000011830200467,F,32.0,2018-10-29 16:49:02,缤纷卡
1000011808200047,M,26.0,2018-03-23 15:45:58,预享卡
1000011809400041,M,-1.0,2018-04-04 16:03:49,预享卡
1000011810200054,F,38.0,2018-04-12 16:24:37,缤纷卡
1000011810500096,M,-1.0,2018-04-15 15:25:43,预享卡
1010010011133375,M,52.0,2016-12-10 00:00:00,璀璨卡
1010020018005162,F,29.0,2013-07-28 00:00:00,璀璨卡
1000011906702481,F,-1.0,2019-03-08 18:13:22,预享卡
1000011907300807,U,-1.0,2019-03-14 17:29:05,预享卡
1010010011128376,F,33.0,2014-11-28 00:00:00,缤纷卡
1000011825700497,F,28.0,2018-09-14 12:43:28,预享卡
1000011813600267,F,-1.0,2018-05-16 14:46:30,预享卡
1010010011201547,F,36.0,2014-02-25 00:00:00,缤纷卡
06900092883,F,30.0,2017-12-18 14:35:55,缤纷卡
1000011910100572,F,-1.0,2019-04-11 15:23:57,预享卡
1010020011154737,F,36.0,2014-10-19 00:00:00,璀璨卡
06900092926,M,-1.0,2017-12-18 18:34:23,预享卡
1010010018024791,F,31.0,2010-01-21 00:00:00,璀璨卡
1010010018025341,F,31.0,2011-05-21 00:00:00,璀璨卡
0519006739,F,28.0,2016-12-11 00:00:00,璀璨卡
1010010011241989,F,34.0,2014-07-09 00:00:00,缤纷卡
1010010011100206,F,32.0,2015-11-09 00:00:00,缤纷卡
06900077215,M,44.0,2017-08-27 23:25:16,预享卡
1010010018022369,F,59.0,2011-10-17 00:00:00,璀璨卡
1010010011212564,F,27.0,2011-09-05 00:00:00,缤纷卡
1000011836400613,F,54.0,2018-12-30 12:20:59,预享卡
1000011807400025,M,-1.0,2018-03-15 13:26:24,预享卡
1000011819501997,F,23.0,2018-07-14 20:48:06,缤纷卡
0500446547,F,25.0,2017-11-01 00:00:00,璀璨卡
1000011821701572,F,28.0,2018-08-05 17:52:22,预享卡
1010010018039920,F,37.0,2015-01-29 00:00:00,璀璨卡
6600090816,F,-1.0,2016-06-08 00:00:00,缤纷卡
1000011822700949,F,31.0,2018-08-15 17:21:57,璀璨卡
1000011820202198,F,23.0,2018-07-21 22:00:34,缤纷卡
1010010018049714,F,34.0,2014-01-13 00:00:00,璀璨卡
1010010011119583,F,25.0,2016-05-04 00:00:00,璀璨卡
06900018652,F,18.0,2017-06-03 15:09:42,预享卡
1010010011336523,F,29.0,2017-05-15 00:00:00,璀璨卡
1010010011100416,F,38.0,2009-04-04 00:00:00,璀璨卡
06900097524,F,26.0,2018-01-11 20:20:41,璀璨卡
1000011801700025,F,23.0,2018-01-17 14:44:47,缤纷卡
1010010011335847,M,38.0,2017-05-06 00:00:00,缤纷卡
06900090622,M,23.0,2017-12-07 11:43:38,璀璨卡
1000011803500019,M,29.0,2018-02-04 11:04:27,缤纷卡
06900090668,M,25.0,2017-12-07 17:13:51,璀璨卡
1010010011147433,F,33.0,2014-08-03 00:00:00,璀璨卡
06900098019,M,-1.0,2018-02-09 14:37:05,预享卡
06900085741,M,-1.0,2017-11-03 17:22:32,预享卡
1000011902401665,U,-1.0,2019-01-24 20:21:13,预享卡
1010010011139129,F,56.0,2011-09-11 00:00:00,缤纷卡
1010010011117657,M,28.0,2013-09-14 00:00:00,缤纷卡
1000011820201901,F,-1.0,2018-07-21 20:15:40,预享卡
1010010018018457,F,29.0,2016-09-25 00:00:00,璀璨卡
1000011814500236,F,45.0,2018-05-25 13:34:22,缤纷卡
1010010011165443,F,33.0,2014-01-30 00:00:00,缤纷卡
06900076285,M,33.0,2017-08-21 19:41:42,璀璨卡
1000011815301617,M,37.0,2018-06-02 21:08:00,缤纷卡
1010010011338587,F,47.0,2017-07-03 00:00:00,缤纷卡
06900085503,M,-1.0,2017-11-01 12:12:23,预享卡
06900094915,F,27.0,2017-12-24 18:11:39,缤纷卡
06900078511,F,23.0,2017-09-07 00:00:00,缤纷卡
1000011816600583,F,-1.0,2018-06-15 18:52:33,预享卡
6600278246,F,-1.0,2017-03-20 17:26:11,缤纷卡
1000011825203438,F,-1.0,2018-09-09 20:57:32,预享卡
1010010011162574,F,35.0,2014-07-13 00:00:00,缤纷卡
1000011827501334,F,-1.0,2018-10-02 16:06:16,预享卡
1010010018024683,F,34.0,2009-04-25 00:00:00,璀璨卡
1010010011182185,F,46.0,2015-06-26 00:00:00,缤纷卡
1010010011338841,F,28.0,2017-09-16 00:00:00,缤纷卡
06900090743,M,46.0,2017-12-08 13:23:20,缤纷卡
1000011803500168,F,26.0,2018-02-04 17:54:14,璀璨卡
1000011802400108,F,28.0,2018-01-24 21:41:41,缤纷卡
1000011810400215,F,27.0,2018-04-14 19:44:39,缤纷卡
1000011811900159,M,-1.0,2018-04-29 16:44:51,预享卡
1010010011245299,F,32.0,2014-08-02 00:00:00,缤纷卡
6600125815,F,-1.0,2016-10-28 13:33:54,缤纷卡
1010010011187154,M,25.0,2014-12-10 00:00:00,缤纷卡
1000011914602679,M,-1.0,2019-05-26 13:51:45,预享卡
1010010018019585,M,34.0,2012-10-27 00:00:00,缤纷卡
1000011820100659,F,-1.0,2018-07-20 15:53:55,预享卡
6900082224,F,24.0,2017-10-05 00:31:17,缤纷卡
1000011810500161,M,-1.0,2018-04-15 18:09:08,预享卡
1010010011228095,F,32.0,2015-10-14 00:00:00,缤纷卡
0519130975,F,31.0,2018-02-15 10:03:57,预享卡
1000011825803014,F,-1.0,2018-09-15 14:55:47,缤纷卡
1010010011146090,F,22.0,2014-09-29 00:00:00,缤纷卡
1010010011108099,F,30.0,2010-10-29 00:00:00,缤纷卡
1000011813902085,M,30.0,2018-05-19 21:49:29,璀璨卡
1000011831401922,F,-1.0,2018-11-10 18:11:46,预享卡
1000011821900190,F,-1.0,2018-08-07 12:51:37,预享卡
1000011823701308,U,-1.0,2018-08-25 17:01:50,缤纷卡
1010010011338312,M,51.0,2017-08-16 00:00:00,缤纷卡
0519050096,U,50.0,2017-05-06 14:03:30,缤纷卡
1000011833600381,F,-1.0,2018-12-02 11:25:06,预享卡
1010010011102457,F,31.0,2014-12-31 00:00:00,缤纷卡
1000011801300167,F,25.0,2018-01-13 19:19:19,预享卡
1010020011172831,F,33.0,2015-10-07 00:00:00,缤纷卡
1000011835200527,F,19.0,2018-12-18 12:28:33,缤纷卡
1000011835802844,F,30.0,2018-12-24 20:12:25,缤纷卡
6000138019,F,32.0,2017-09-08 21:48:59,缤纷卡
1010010018019426,F,33.0,2009-09-29 00:00:00,璀璨卡
0500515032,U,49.0,2018-04-07 00:00:00,璀璨卡
6000138344,F,21.0,2017-09-15 21:28:54,缤纷卡
1000011806900023,M,-1.0,2018-03-10 11:59:54,预享卡
1000011820100661,F,-1.0,2018-07-20 15:54:53,预享卡
1000011816600125,U,22.0,2018-06-15 12:29:45,预享卡
1000011820100660,F,-1.0,2018-07-20 15:54:17,预享卡
6000137994,F,-1.0,2017-09-08 20:06:30,缤纷卡
1000011802900078,M,-1.0,2018-01-29 19:23:47,预享卡
1000011821500505,F,-1.0,2018-08-03 15:23:00,预享卡
1010010011182212,F,39.0,2015-06-27 00:00:00,缤纷卡
1010010011207341,F,32.0,2016-09-03 00:00:00,缤纷卡
1010010018042830,F,19.0,2016-01-22 00:00:00,璀璨卡
6600219339,F,26.0,2017-01-22 02:40:47,缤纷卡
1000011812601533,M,27.0,2018-05-06 19:15:12,预享卡
0519125920,U,50.0,2018-02-03 14:40:15,缤纷卡
1010010011249127,F,33.0,2012-08-14 00:00:00,缤纷卡
1000011901202557,U,-1.0,2019-01-12 16:39:18,预享卡
1010030011134517,F,39.0,2016-03-24 11:57:40,璀璨卡
6600090851,F,-1.0,2016-06-09 20:01:26,缤纷卡
1000011902500119,U,-1.0,2019-01-25 08:02:02,预享卡
1010010011176491,F,27.0,2013-12-07 00:00:00,缤纷卡
1010010018003916,M,39.0,2011-02-20 00:00:00,璀璨卡
6600277474,M,-1.0,2017-03-08 16:45:38,缤纷卡
06900072610,F,18.0,2017-07-22 21:14:43,预享卡
1000011815600842,F,25.0,2018-06-05 20:23:49,缤纷卡
1010020018049782,F,24.0,2015-04-05 00:00:00,璀璨卡
1010010018004472,M,30.0,2016-03-19 00:00:00,璀璨卡
1000011825101884,F,-1.0,2018-09-08 15:52:05,预享卡
1000011825803610,F,-1.0,2018-09-15 15:48:19,预享卡
1000011826400963,F,-1.0,2018-09-21 18:08:11,预享卡
1010010011179969,F,44.0,2015-03-20 00:00:00,缤纷卡
1000011827600718,F,-1.0,2018-10-03 13:21:09,预享卡
06900087501,M,-1.0,2017-11-13 22:49:38,预享卡
1010010011171779,F,31.0,2010-01-26 00:00:00,璀璨卡
1010010011137399,F,32.0,2013-09-18 00:00:00,缤纷卡
300396730,M,36.0,2012-08-31 00:00:00,缤纷卡
1010010011125149,F,28.0,2015-12-24 00:00:00,璀璨卡
06900093590,M,30.0,2017-12-21 11:42:05,缤纷卡
519132708,M,35.0,2018-02-23 15:02:59,预享卡
1000011835300412,M,38.0,2018-12-19 12:51:20,璀璨卡
1010010011236498,F,37.0,2011-10-29 00:00:00,缤纷卡
1000011821900945,M,-1.0,2018-08-07 20:15:07,璀璨卡
1000011908301227,M,-1.0,2019-03-24 14:10:41,预享卡
1010010011195562,F,37.0,2011-01-16 00:00:00,缤纷卡
1000011833603582,F,53.0,2018-12-02 23:08:14,璀璨卡
1000011824300931,F,28.0,2018-08-31 12:30:40,预享卡
1010010011108160,F,36.0,2014-09-07 00:00:00,缤纷卡
1000011805300090,F,25.0,2018-02-22 17:24:43,缤纷卡
1010010018024240,F,33.0,2013-03-10 00:00:00,璀璨卡
1010020018008342,F,39.0,2012-12-16 00:00:00,璀璨卡
1000011913701293,U,35.0,2019-05-17 13:15:53,璀璨卡
1000011913803793,U,-1.0,2019-05-18 16:34:36,预享卡
1010010011154488,F,44.0,2015-06-15 00:00:00,缤纷卡
1010010011151698,F,36.0,2015-07-12 00:00:00,缤纷卡
1000011914200955,U,-1.0,2019-05-22 10:54:52,预享卡
1000011914800943,U,-1.0,2019-05-28 12:49:36,预享卡
1000011820400200,F,-1.0,2018-07-23 13:42:35,预享卡
1010020011156045,F,48.0,2014-11-08 00:00:00,缤纷卡
1010010011213127,F,37.0,2012-08-03 00:00:00,缤纷卡
1000011832201401,F,-1.0,2018-11-18 17:15:14,预享卡
1000011817600258,F,-1.0,2018-06-25 15:03:31,预享卡
1010020011196983,F,51.0,2016-07-03 00:00:00,璀璨卡
6600126261,F,28.0,2016-11-02 09:11:39,璀璨卡
1000011906300321,M,-1.0,2019-03-04 12:13:52,预享卡
1010020011238743,F,35.0,2018-06-03 10:32:59,璀璨卡
1000011835300437,F,30.0,2018-12-19 12:57:53,璀璨卡
1000011916302526,U,-1.0,2019-06-12 18:51:45,预享卡
1010010011172717,F,36.0,2008-05-30 00:00:00,缤纷卡
1000011917401887,U,-1.0,2019-06-23 10:09:21,预享卡
1010010011196941,F,32.0,2014-06-02 00:00:00,缤纷卡
1000011901400587,U,-1.0,2019-01-14 12:57:37,预享卡
1000011916301955,F,44.0,2019-06-12 16:12:01,缤纷卡
1010020011194985,M,29.0,2014-02-02 00:00:00,璀璨卡
6600083854,M,-1.0,2015-11-08 15:25:00,缤纷卡
1010010011130988,F,30.0,2013-06-23 00:00:00,缤纷卡
1000011811500117,M,30.0,2018-04-25 19:53:46,缤纷卡
1010010011139305,F,33.0,2013-08-29 00:00:00,缤纷卡
1000011807200005,M,-1.0,2018-03-13 11:53:54,预享卡
1000011834301540,F,21.0,2018-12-09 16:05:37,缤纷卡
1010010011173959,F,35.0,2009-08-26 00:00:00,缤纷卡
1000011822800832,F,37.0,2018-08-16 18:01:28,预享卡
1010010011338710,F,40.0,2017-06-27 00:00:00,缤纷卡
1000011901100790,F,39.0,2019-01-11 12:53:47,缤纷卡
1010010018036598,F,24.0,2017-01-25 00:00:00,璀璨卡
06900079755,F,18.0,2017-09-16 12:17:31,预享卡
1010010018023734,F,31.0,2012-03-22 00:00:00,璀璨卡
1000011905501867,U,31.0,2019-02-24 17:09:11,缤纷卡
1000011909501710,U,-1.0,2019-04-05 15:59:06,预享卡
1000011910201320,F,23.0,2019-04-12 19:44:11,缤纷卡
1000011810000004,F,57.0,2018-04-10 10:54:12,缤纷卡
1000011831300750,F,-1.0,2018-11-09 16:25:29,预享卡
1010010011152523,F,37.0,2015-06-22 00:00:00,缤纷卡
1000011807100021,M,-1.0,2018-03-12 12:29:35,预享卡
1000011810600027,M,36.0,2018-04-16 13:45:08,缤纷卡
1000011835802685,F,-1.0,2018-12-24 19:41:43,预享卡
1010010011174086,F,31.0,2013-12-14 00:00:00,璀璨卡
1010010011242306,M,21.0,2014-07-22 00:00:00,缤纷卡
1000011817900385,F,32.0,2018-06-28 17:05:41,缤纷卡
1000011818600303,F,-1.0,2018-07-05 13:10:57,预享卡
1000011818700081,F,-1.0,2018-07-06 11:10:31,预享卡
06900092475,M,39.0,2017-12-17 11:15:45,璀璨卡
1000011819200881,F,-1.0,2018-07-11 19:22:20,预享卡
1000011819400211,F,29.0,2018-07-13 11:54:16,缤纷卡
1010010011220515,F,29.0,2016-01-01 00:00:00,缤纷卡
06900088450,M,37.0,2017-11-20 18:53:18,缤纷卡
1000011806900212,M,34.0,2018-03-10 18:46:58,缤纷卡
06900007173,M,34.0,2017-05-18 00:00:00,缤纷卡
06900001207,M,26.0,2017-04-13 11:21:45,缤纷卡
1010010011161197,F,31.0,2014-03-17 00:00:00,缤纷卡
1010010018030176,F,31.0,2012-02-19 00:00:00,璀璨卡
1000011822200474,F,-1.0,2018-08-10 15:05:32,预享卡
1010020011143972,F,32.0,2014-05-16 00:00:00,璀璨卡
06900088772,F,39.0,2017-11-24 13:30:10,缤纷卡
1010010011216301,F,23.0,2017-03-26 00:00:00,缤纷卡
1010010018013314,M,30.0,2015-02-18 00:00:00,璀璨卡
1010010018026587,F,36.0,2011-07-08 00:00:00,璀璨卡
1000011804800011,M,-1.0,2018-02-17 11:29:18,预享卡
1010020018041824,F,41.0,2014-09-20 00:00:00,璀璨卡
1000011914202435,U,-1.0,2019-05-22 20:03:08,预享卡
6000064667,F,27.0,2015-05-17 00:00:00,缤纷卡
1000011834802369,F,-1.0,2018-12-14 20:05:29,缤纷卡
1110020018000085,M,31.0,2014-11-23 00:00:00,璀璨卡
1010010011337193,M,31.0,2017-05-24 00:00:00,缤纷卡
1010010018002291,M,33.0,2010-01-22 00:00:00,璀璨卡
1000011919604371,F,31.0,2019-07-15 22:30:58,缤纷卡
1000011918803419,F,23.0,2019-07-07 13:39:53,璀璨卡
1010010018023267,F,33.0,2013-01-14 00:00:00,璀璨卡
1000011915700961,U,-1.0,2019-06-06 11:49:50,缤纷卡
1010010018026098,F,27.0,2011-08-21 00:00:00,璀璨卡
1010010018049408,F,31.0,2009-03-08 00:00:00,璀璨卡
06900003259,M,68.0,2017-04-22 00:00:00,缤纷卡
1010020011249024,M,28.0,2016-08-26 00:00:00,璀璨卡
6600113320,F,22.0,2016-09-07 20:30:11,缤纷卡
1010020018006712,M,31.0,2014-08-01 00:00:00,璀璨卡
1010020011154715,F,29.0,2014-10-26 00:00:00,璀璨卡
1010010011116428,M,31.0,2013-01-01 00:00:00,璀璨卡
1010010011152520,M,36.0,2014-12-18 00:00:00,璀璨卡
06900081186,F,24.0,2017-09-28 18:03:54,璀璨卡
1010010018049877,F,54.0,2017-04-15 00:00:00,璀璨卡
1000011921201603,F,29.0,2019-07-31 12:17:20,缤纷卡
1010010018026820,F,36.0,2008-06-09 00:00:00,璀璨卡
1010020018016423,F,41.0,2013-07-28 00:00:00,璀璨卡
1010010018013108,F,32.0,2011-07-26 00:00:00,璀璨卡
1000011834801623,F,-1.0,2018-12-14 15:56:59,预享卡
1010010011339627,F,26.0,2017-09-08 00:00:00,缤纷卡
1010010011223548,F,22.0,2016-08-15 00:00:00,缤纷卡
1000011903401946,F,29.0,2019-02-03 17:28:56,缤纷卡
1000011816600598,F,-1.0,2018-06-15 19:02:56,预享卡
1000011817501141,F,-1.0,2018-06-24 18:01:53,预享卡
1010010011214186,F,24.0,2017-04-10 00:00:00,缤纷卡
1000011904300853,F,23.0,2019-02-12 15:44:28,缤纷卡
6600120444,F,25.0,2016-09-24 07:23:42,缤纷卡
1000011825200518,M,27.0,2018-09-09 12:08:48,缤纷卡
1010010011217370,F,53.0,2017-02-10 00:00:00,缤纷卡
1000011810400237,M,-1.0,2018-04-14 20:42:02,预享卡
1010010011139730,F,35.0,2013-04-11 00:00:00,缤纷卡
1010020011103066,F,28.0,2013-09-13 00:00:00,璀璨卡
1010020011186503,F,37.0,2008-05-28 00:00:00,璀璨卡
1010010011171149,M,27.0,2012-05-25 00:00:00,缤纷卡
1010010018049605,F,37.0,2017-05-06 00:00:00,缤纷卡
1010010018022857,F,51.0,2008-08-30 00:00:00,璀璨卡
1000011816001469,F,36.0,2018-06-09 21:07:59,预享卡
1000011817500926,F,-1.0,2018-06-24 16:57:55,预享卡
06900047380,F,18.0,2017-06-26 11:03:44,预享卡
1000011826000464,U,-1.0,2018-09-17 15:19:19,缤纷卡
1000011824802288,F,26.0,2018-09-05 19:33:44,缤纷卡
06900086406,M,-1.0,2017-11-06 18:45:45,预享卡
1010010011241085,F,51.0,2010-07-09 00:00:00,缤纷卡
1000011826700267,F,-1.0,2018-09-24 11:15:27,预享卡
1000011818400374,F,-1.0,2018-07-03 12:59:35,预享卡
1010010011147933,F,27.0,2014-10-05 00:00:00,缤纷卡
1000011829500991,F,-1.0,2018-10-22 20:55:28,预享卡
